competitor,Discipline,Sex,Nationality,mark_numeric,Predicted_World_Record_Breaker,Probability_World_Record_Breaker,World_Record_Correct,Actual_World_Record_Breaker,Actual_National_Record_Breaker,Actual_Personal_Best_Breaker
Camryn DAILEY,200-metres,female,USA,23.25,No,3.3259552e-05,Yes,No,No,Unknown
Niesha BURGHER,200-metres,female,JAM,23.25,No,3.3259552e-05,Yes,No,No,No
Kristie EDWARDS,200-metres,female,AUS,23.25,No,3.3259552e-05,Yes,No,No,No
Gabby SCOTT,200-metres,female,PUR,23.25,No,3.3259552e-05,Yes,No,No,Yes
Jade BROWN,200-metres,female,USA,23.25,No,3.3259552e-05,Yes,No,No,Unknown
Briana WILLIAMS,200-metres,female,JAM,23.25,No,3.3259552e-05,Yes,No,No,No
Nita KOOM-DADZIE,200-metres,female,USA,23.25,No,3.3259552e-05,Yes,No,No,Unknown
Olayinka OLAJIDE,200-metres,female,NGR,23.25,No,3.3259552e-05,Yes,No,No,Unknown
Cynteria JAMES,200-metres,female,USA,23.26,No,3.3259552e-05,Yes,No,No,Yes
Yujie CHEN,200-metres,female,CHN,23.26,No,3.3259552e-05,Yes,No,No,Unknown
Aitana RODRIGO,200-metres,female,ESP,23.26,No,3.3259552e-05,Yes,No,No,Unknown
Iris CALIGIURI,200-metres,female,SUI,23.26,No,3.3259552e-05,Yes,No,No,Unknown
Anna POLINARI,200-metres,female,ITA,23.26,No,3.3259552e-05,Yes,No,No,Unknown
Paula GARCÍA,200-metres,female,ESP,23.26,No,3.3259552e-05,Yes,No,No,Yes
Cynteria JAMES,200-metres,female,USA,23.26,No,3.3259552e-05,Yes,No,No,Yes
Janiah PULLIAM,200-metres,female,USA,23.26,No,3.3259552e-05,Yes,No,No,Unknown
Halle BIEBER,200-metres,female,USA,23.26,No,3.3259552e-05,Yes,No,No,No
Yujie CHEN,200-metres,female,CHN,23.26,No,3.3259552e-05,Yes,No,No,Unknown
La'Nica LOCKER,200-metres,female,ANT,23.26,No,3.3259552e-05,Yes,No,No,Unknown
Yujie CHEN,200-metres,female,CHN,23.26,No,3.3259552e-05,Yes,No,No,Unknown
Ramiah ELLIOTT,200-metres,female,USA,23.26,No,3.3259552e-05,Yes,No,No,Yes
Veronica Shanti PEREIRA,200-metres,female,SGP,23.26,No,3.3259552e-05,Yes,No,No,No
Olayinka OLAJIDE,200-metres,female,NGR,23.26,No,3.3259552e-05,Yes,No,No,Unknown
Shenese WALKER,200-metres,female,JAM,23.26,No,3.3259552e-05,Yes,No,No,Yes
Kennedi PORTER,200-metres,female,USA,23.26,No,3.3259552e-05,Yes,No,No,Unknown
Piper JONS,200-metres,female,USA,23.26,No,3.3259552e-05,Yes,No,No,Unknown
Savannah SUTHERLAND,200-metres,female,CAN,23.26,No,3.3259552e-05,Yes,No,No,Unknown
La'Nica LOCKER,200-metres,female,ANT,23.26,No,3.3259552e-05,Yes,No,No,Unknown
Anya JACKSON,200-metres,female,USA,23.27,No,3.3259552e-05,Yes,No,No,Unknown
Mia MAXWELL,200-metres,female,USA,23.27,No,3.3259552e-05,Yes,No,No,Unknown
Carleta BERNARD,200-metres,female,JAM,23.27,No,3.3259552e-05,Yes,No,No,Unknown
Iyana GRAY,200-metres,female,USA,23.27,No,3.3259552e-05,Yes,No,No,No
Ann Marii KIVIKAS,200-metres,female,EST,23.27,No,3.3259552e-05,Yes,No,No,Yes
Noemie DENON,200-metres,female,FRA,23.27,No,3.3259552e-05,Yes,No,No,Unknown
Lucia CARRILLO,200-metres,female,ESP,23.27,No,3.3259552e-05,Yes,No,No,No
Abigeirufuka IDO,200-metres,female,JPN,23.27,No,3.3259552e-05,Yes,No,No,Unknown
Lorraine MARTINS,200-metres,female,BRA,23.27,No,3.3259552e-05,Yes,No,No,No
Iris CALIGIURI,200-metres,female,SUI,23.27,No,3.3259552e-05,Yes,No,No,Unknown
Frédérique CHIASSON,200-metres,female,CAN,23.27,No,3.3259552e-05,Yes,No,No,Unknown
Lucia CARRILLO,200-metres,female,ESP,23.27,No,3.3259552e-05,Yes,No,No,No
Shaniya BENJAMIN,200-metres,female,USA,23.27,No,3.3259552e-05,Yes,No,No,No
Lauren ROY,200-metres,female,IRL,23.27,No,3.3259552e-05,Yes,No,No,Unknown
Precious NZEAKOR,200-metres,female,NGR,23.27,No,3.3259552e-05,Yes,No,No,Unknown
Delphine NKANSA,200-metres,female,BEL,23.27,No,3.3259552e-05,Yes,No,No,No
Bianca WILLIAMS,200-metres,female,GBR,23.27,No,3.3259552e-05,Yes,No,No,No
McKenna WATSON,200-metres,female,USA,23.27,No,3.3259552e-05,Yes,No,No,Unknown
Aniyah BIGAM,200-metres,female,USA,23.27,No,3.3259552e-05,Yes,No,No,Unknown
Paula SEVILLA,200-metres,female,ESP,23.27,No,3.3259552e-05,Yes,No,No,No
Aniyah KITT,200-metres,female,USA,23.27,No,3.3259552e-05,Yes,No,No,Unknown
Anya JACKSON,200-metres,female,USA,23.27,No,3.3259552e-05,Yes,No,No,Unknown
Maimuna JALLOW,200-metres,female,GAM,23.27,No,3.3259552e-05,Yes,No,No,Unknown
Mia MAXWELL,200-metres,female,USA,23.27,No,3.3259552e-05,Yes,No,No,Unknown
Kya EPPS,200-metres,female,USA,23.27,No,3.3259552e-05,Yes,No,No,Unknown
Shantae GEORGE,200-metres,female,GUY,23.27,No,3.3259552e-05,Yes,No,No,Unknown
Iaunia POINTER,200-metres,female,USA,23.28,No,3.3259552e-05,Yes,No,No,Yes
Marileidy PAULINO,200-metres,female,DOM,23.28,No,3.3259552e-05,Yes,No,No,No
Nicole CAICEDO,200-metres,female,ECU,23.28,No,3.3259552e-05,Yes,No,No,No
Iris CALIGIURI,200-metres,female,SUI,23.28,No,3.3259552e-05,Yes,No,No,Unknown
Jacious SEARS,200-metres,female,USA,23.28,No,3.3259552e-05,Yes,No,No,No
Kiah WILLIAMS,200-metres,female,USA,23.28,No,3.3259552e-05,Yes,No,No,Yes
Anita AFRIFA,200-metres,female,GHA,23.28,No,3.3259552e-05,Yes,No,No,Unknown
Esperança CLADERA,200-metres,female,ESP,23.28,No,3.3259552e-05,Yes,No,No,Yes
Shaquena FOOTE,200-metres,female,JAM,23.28,No,3.3259552e-05,Yes,No,No,Yes
Olayinka OLAJIDE,200-metres,female,NGR,23.28,No,3.3259552e-05,Yes,No,No,Unknown
Krystsina TSIMANOUSKAYA,200-metres,female,POL,23.28,No,3.3259552e-05,Yes,No,No,No
Ann Marii KIVIKAS,200-metres,female,EST,23.28,No,3.3259552e-05,Yes,No,No,Yes
Alicja WRONA-KUTRZEPA,200-metres,female,POL,23.28,No,3.3259552e-05,Yes,No,No,Unknown
Elise TRYNKLER,200-metres,female,FRA,23.28,No,3.3259552e-05,Yes,No,No,Unknown
Vanessa WAITE,200-metres,female,USA,23.28,No,3.3259552e-05,Yes,No,No,Unknown
Gabrielle MATTHEWS,200-metres,female,JAM,23.28,No,3.3259552e-05,Yes,No,No,Yes
Naj WATSON,200-metres,female,USA,23.28,No,3.3259552e-05,Yes,No,No,No
Nyajima JOCK,200-metres,female,AUS,23.28,No,3.3259552e-05,Yes,No,No,Unknown
Jade BROWN,200-metres,female,USA,23.28,No,3.3259552e-05,Yes,No,No,Unknown
Anita AFRIFA,200-metres,female,GHA,23.28,No,3.3259552e-05,Yes,No,No,Unknown
Shaquena FOOTE,200-metres,female,JAM,23.28,No,3.3259552e-05,Yes,No,No,Yes
Yuliya KARAVAYEVA,200-metres,female,RUS,23.28,No,3.3259552e-05,Yes,No,No,Unknown
Herverge Etame KOLE,200-metres,female,CMR,23.28,No,3.3259552e-05,Yes,No,No,Unknown
Vanessa WAITE,200-metres,female,USA,23.28,No,3.3259552e-05,Yes,No,No,Unknown
Camille RUTHERFORD,200-metres,female,BAH,23.28,No,3.3259552e-05,Yes,No,No,Yes
Vanessa WAITE,200-metres,female,USA,23.28,No,3.3259552e-05,Yes,No,No,Unknown
Nora LINDAHL,200-metres,female,SWE,23.29,No,3.3259552e-05,Yes,No,No,No
Remi TSURUTA,200-metres,female,JPN,23.29,No,3.3259552e-05,Yes,No,No,No
Sara REIFENRATH,200-metres,female,USA,23.29,No,3.3259552e-05,Yes,No,No,No
Magdaline GEORGE,200-metres,female,NGR,23.29,No,3.3259552e-05,Yes,No,No,Unknown
Patrizia VAN DER WEKEN,200-metres,female,LUX,23.29,No,3.3259552e-05,Yes,No,No,No
Chloe MANNIX-POWER,200-metres,female,AUS,23.29,No,3.3259552e-05,Yes,No,No,Unknown
Leah BERTRAND,200-metres,female,TTO,23.29,No,3.3259552e-05,Yes,No,No,Unknown
Carleta BERNARD,200-metres,female,JAM,23.29,No,3.3259552e-05,Yes,No,No,Unknown
Léonie POINTET,200-metres,female,SUI,23.29,No,3.3259552e-05,Yes,No,No,No
Sophia FIGHERA,200-metres,female,AUS,23.29,No,3.3259552e-05,Yes,No,No,Unknown
Léonie POINTET,200-metres,female,SUI,23.29,No,3.3259552e-05,Yes,No,No,No
Joanne REID,200-metres,female,JAM,23.29,No,3.3259552e-05,Yes,No,No,No
Céline BÜRGI,200-metres,female,SUI,23.29,No,3.3259552e-05,Yes,No,No,Yes
Magdalena NIEMCZYK,200-metres,female,POL,23.29,No,3.3259552e-05,Yes,No,No,Yes
Renee REGIS,200-metres,female,GBR,23.29,No,3.3259552e-05,Yes,No,No,Unknown
Esperança CLADERA,200-metres,female,ESP,23.29,No,3.3259552e-05,Yes,No,No,Yes
Magdalena NIEMCZYK,200-metres,female,POL,23.29,No,3.3259552e-05,Yes,No,No,Yes
Lorène Dorcas BAZOLO,200-metres,female,POR,23.29,No,3.3259552e-05,Yes,No,No,No
Alicja WRONA-KUTRZEPA,200-metres,female,POL,23.29,No,3.3259552e-05,Yes,No,No,Unknown
Rafailia SPANOUDAKI-CHATZIRIGA,200-metres,female,GRE,23.29,No,3.3259552e-05,Yes,No,No,No
Semira KILLEBREW,200-metres,female,USA,23.29,No,3.3259552e-05,Yes,No,No,Unknown
Egbe NDRIP-AGBOR,200-metres,female,USA,23.29,No,3.3259552e-05,Yes,No,No,Unknown
Naomi JOHNSON,200-metres,female,USA,23.29,No,3.3259552e-05,Yes,No,No,Unknown
Olayinka OLAJIDE,200-metres,female,NGR,23.29,No,3.3259552e-05,Yes,No,No,Unknown
Iaunia POINTER,200-metres,female,USA,23.29,No,3.3259552e-05,Yes,No,No,Yes
Amari WEATHERFORD,200-metres,female,USA,23.29,No,3.3259552e-05,Yes,No,No,Unknown
Chelsea AMOAH,200-metres,female,USA,23.29,No,3.3259552e-05,Yes,No,No,Unknown
Asia THOMAS,200-metres,female,USA,23.29,No,3.3259552e-05,Yes,No,No,Unknown
Emilia REED,200-metres,female,AUS,23.29,No,3.3259552e-05,Yes,No,No,Unknown
Holly OKUKU,200-metres,female,GER,23.29,No,3.3259552e-05,Yes,No,No,Unknown
Emilia REED,200-metres,female,AUS,23.29,No,3.3259552e-05,Yes,No,No,Unknown
Emilia REED,200-metres,female,AUS,23.29,No,3.3259552e-05,Yes,No,No,Unknown
Shanoya Mikalia DOUGLAS,200-metres,female,JAM,23.3,No,3.3259552e-05,Yes,No,No,Unknown
Dasia REED,200-metres,female,USA,23.3,No,3.3259552e-05,Yes,No,No,Unknown
Kiyah YEAST,200-metres,female,USA,23.3,No,3.3259552e-05,Yes,No,No,Yes
Maboundou KONÉ,200-metres,female,CIV,23.3,No,3.3259552e-05,Yes,No,No,No
Mette BAAS,200-metres,female,FIN,23.3,No,3.3259552e-05,Yes,No,No,Unknown
Liranyi ALONSO,200-metres,female,DOM,23.3,No,3.3259552e-05,Yes,No,No,Unknown
Britt DE BLAAUW,200-metres,female,NED,23.3,No,3.3259552e-05,Yes,No,No,Unknown
Iris CALIGIURI,200-metres,female,SUI,23.3,No,3.3259552e-05,Yes,No,No,Unknown
Polyniki EMMANOUILIDOU,200-metres,female,GRE,23.3,No,3.3259552e-05,Yes,No,No,No
Hakelly DE SOUZA,200-metres,female,BRA,23.3,No,3.3259552e-05,Yes,No,No,Unknown
Jacqueline MADOGO,200-metres,female,CAN,23.3,No,3.3259552e-05,Yes,No,No,No
Beyonce DEFREITAS,200-metres,female,IVB,23.3,No,3.3259552e-05,Yes,No,No,No
Raykiyat OLUKOJU,200-metres,female,USA,23.3,No,3.3259552e-05,Yes,No,No,Yes
Kiyah YEAST,200-metres,female,USA,23.3,No,3.3259552e-05,Yes,No,No,Yes
Aleksandra STOILOVA,200-metres,female,AUS,23.3,No,3.3259552e-05,Yes,No,No,Unknown
Dasia REED,200-metres,female,USA,23.3,No,3.3259552e-05,Yes,No,No,Unknown
Tima GODBLESS,200-metres,female,NGR,23.3,No,3.3259552e-05,Yes,No,No,No
Vitoria Cristina ROSA,200-metres,female,BRA,23.3,No,3.3259552e-05,Yes,No,No,No
Shanoya Mikalia DOUGLAS,200-metres,female,JAM,23.3,No,3.3259552e-05,Yes,No,No,Unknown
Talitha DIGGS,200-metres,female,USA,23.3,No,3.3259552e-05,Yes,No,No,No
Saraiah WALKES,200-metres,female,USA,23.3,No,3.3259552e-05,Yes,No,No,Unknown
Estrella DE AZA,200-metres,female,DOM,23.3,No,3.3259552e-05,Yes,No,No,Unknown
Anita AFRIFA,200-metres,female,GHA,23.3,No,3.3259552e-05,Yes,No,No,Unknown
Hailey HUNT,200-metres,female,USA,23.3,No,3.3259552e-05,Yes,No,No,Unknown
Jazmen NEWBERRY,200-metres,female,USA,23.3,No,3.3259552e-05,Yes,No,No,Unknown
Maimuna JALLOW,200-metres,female,GAM,23.3,No,3.3259552e-05,Yes,No,No,Unknown
Naomi JOHNSON,200-metres,female,USA,23.3,No,3.3259552e-05,Yes,No,No,Unknown
Jade BROWN,200-metres,female,USA,23.3,No,3.3259552e-05,Yes,No,No,Unknown
Leah ANDERSON,200-metres,female,JAM,23.3,No,3.3259552e-05,Yes,No,No,No
Imke VERVAET,200-metres,female,BEL,23.3,No,3.3259552e-05,Yes,No,No,No
Dajaz DEFRAND,200-metres,female,USA,23.3,No,3.3259552e-05,Yes,No,No,No
Hakelly DE SOUZA,200-metres,female,BRA,23.3,No,3.3259552e-05,Yes,No,No,Unknown
Dasia REED,200-metres,female,USA,23.3,No,3.3259552e-05,Yes,No,No,Unknown
Hakelly DE SOUZA,200-metres,female,BRA,23.3,No,3.3259552e-05,Yes,No,No,Unknown
Faith OKWOSE,200-metres,female,NGR,23.31,No,3.3259552e-05,Yes,No,No,No
Maya LOVE,200-metres,female,USA,23.31,No,3.3259552e-05,Yes,No,No,Unknown
Maya LOVE,200-metres,female,USA,23.31,No,3.3259552e-05,Yes,No,No,Unknown
Viwe JINGQI,200-metres,female,RSA,23.31,No,3.3259552e-05,Yes,No,No,No
Viktoriya MAKSIMOVA,200-metres,female,RUS,23.31,No,3.3259552e-05,Yes,No,No,No
Marije VAN HUNENSTIJN,200-metres,female,NED,23.31,No,3.3259552e-05,Yes,No,No,No
Kristie EDWARDS,200-metres,female,AUS,23.31,No,3.3259552e-05,Yes,No,No,No
Miyuko MAEDA,200-metres,female,JPN,23.31,No,3.3259552e-05,Yes,No,No,Unknown
Vera FILATOVA,200-metres,female,RUS,23.31,No,3.3259552e-05,Yes,No,No,No
Vittoria FONTANA,200-metres,female,ITA,23.31,No,3.3259552e-05,Yes,No,No,No
Esperança CLADERA,200-metres,female,ESP,23.31,No,3.3259552e-05,Yes,No,No,No
Sarah LAVIN,200-metres,female,IRL,23.31,No,3.3259552e-05,Yes,No,No,Unknown
Sophia JUNK,200-metres,female,GER,23.31,No,3.3259552e-05,Yes,No,No,No
Marissa SIMPSON,200-metres,female,JAM,23.31,No,3.3259552e-05,Yes,No,No,Unknown
Stacey Ann WILLIAMS,200-metres,female,JAM,23.31,No,3.3259552e-05,Yes,No,No,No
Nya BLOCKER,200-metres,female,USA,23.31,No,3.3259552e-05,Yes,No,No,Unknown
Vittoria FONTANA,200-metres,female,ITA,23.31,No,3.3259552e-05,Yes,No,No,No
Holly OKUKU,200-metres,female,GER,23.31,No,3.3259552e-05,Yes,No,No,Unknown
Iris CALIGIURI,200-metres,female,SUI,23.31,No,3.3259552e-05,Yes,No,No,Unknown
Weronika BARTNOWSKA,200-metres,female,POL,23.31,No,3.3259552e-05,Yes,No,No,Yes
Jahzara HART,200-metres,female,USA,23.31,No,3.3259552e-05,Yes,No,No,Unknown
Taliah MORRIS,200-metres,female,USA,23.31,No,3.3259552e-05,Yes,No,No,Unknown
Faith OKWOSE,200-metres,female,NGR,23.31,No,3.3259552e-05,Yes,No,No,No
Naj WATSON,200-metres,female,USA,23.31,No,3.3259552e-05,Yes,No,No,No
Ramiah ELLIOTT,200-metres,female,USA,23.31,No,3.3259552e-05,Yes,No,No,No
Naomi JOHNSON,200-metres,female,USA,23.31,No,3.3259552e-05,Yes,No,No,Unknown
McKenna WATSON,200-metres,female,USA,23.31,No,3.3259552e-05,Yes,No,No,Unknown
Sharmelle HOLMES,200-metres,female,USA,23.32,No,3.3259552e-05,Yes,No,No,Unknown
Shanoya Mikalia DOUGLAS,200-metres,female,JAM,23.32,No,3.3259552e-05,Yes,No,No,Unknown
Rachel BENNETT,200-metres,female,GBR,23.32,No,3.3259552e-05,Yes,No,No,Unknown
Magdaline GEORGE,200-metres,female,NGR,23.32,No,3.3259552e-05,Yes,No,No,Unknown
Naomi JOHNSON,200-metres,female,USA,23.32,No,3.3259552e-05,Yes,No,No,Unknown
Sharmelle HOLMES,200-metres,female,USA,23.32,No,3.3259552e-05,Yes,No,No,Unknown
Precious NZEAKOR,200-metres,female,NGR,23.32,No,3.3259552e-05,Yes,No,No,Unknown
Hannah DOUGLAS,200-metres,female,USA,23.32,No,3.3259552e-05,Yes,No,No,Unknown
Beatrice MASILINGI,200-metres,female,NAM,23.32,No,3.3259552e-05,Yes,No,No,No
Marije VAN HUNENSTIJN,200-metres,female,NED,23.32,No,3.3259552e-05,Yes,No,No,No
Faith AKINBILEJE,200-metres,female,GBR,23.32,No,3.3259552e-05,Yes,No,No,Yes
Yunisleidy GARCÍA ABREU,200-metres,female,CUB,23.32,No,3.3259552e-05,Yes,No,No,No
Lauren ROY,200-metres,female,IRL,23.32,No,3.3259552e-05,Yes,No,No,Unknown
Holly OKUKU,200-metres,female,GER,23.32,No,3.3259552e-05,Yes,No,No,Unknown
Esperança CLADERA,200-metres,female,ESP,23.32,No,3.3259552e-05,Yes,No,No,No
Ana Carolina AZEVEDO,200-metres,female,BRA,23.32,No,3.3259552e-05,Yes,No,No,No
Abigeirufuka IDO,200-metres,female,JPN,23.32,No,3.3259552e-05,Yes,No,No,Unknown
Kaila JACKSON,200-metres,female,USA,23.32,No,3.3259552e-05,Yes,No,No,No
Renee REGIS,200-metres,female,GBR,23.32,No,3.3259552e-05,Yes,No,No,Unknown
Shanoya Mikalia DOUGLAS,200-metres,female,JAM,23.32,No,3.3259552e-05,Yes,No,No,Unknown
Jessica-Bianca WESSOLLY,200-metres,female,GER,23.32,No,3.3259552e-05,Yes,No,No,No
Taejha BADAL,200-metres,female,TTO,23.32,No,3.3259552e-05,Yes,No,No,Yes
Jacqueline MADOGO,200-metres,female,CAN,23.33,No,3.3259552e-05,Yes,No,No,No
Corinna SCHWAB,200-metres,female,GER,23.33,No,3.3259552e-05,Yes,No,No,No
Success EDUAN,200-metres,female,GBR,23.33,No,3.3259552e-05,Yes,No,No,No
Leah BERTRAND,200-metres,female,TTO,23.33,No,3.3259552e-05,Yes,No,No,Unknown
Leah SMITH,200-metres,female,USA,23.33,No,3.3259552e-05,Yes,No,No,Unknown
Mercy Adongo OKETCH,200-metres,female,KEN,23.33,No,3.3259552e-05,Yes,No,No,Unknown
Alana REID,200-metres,female,JAM,23.33,No,3.3259552e-05,Yes,No,No,No
Jonielle SMITH,200-metres,female,JAM,23.33,No,3.3259552e-05,Yes,No,No,No
Shantae GEORGE,200-metres,female,GUY,23.33,No,3.3259552e-05,Yes,No,No,Unknown
Viktória STRÝČKOVÁ,200-metres,female,SVK,23.33,No,3.3259552e-05,Yes,No,No,Unknown
Abigeirufuka IDO,200-metres,female,JPN,23.33,No,3.3259552e-05,Yes,No,No,Unknown
Ami TAKAHASHI,200-metres,female,JPN,23.33,No,3.3259552e-05,Yes,No,No,Unknown
Liranyi ALONSO,200-metres,female,DOM,23.33,No,3.3259552e-05,Yes,No,No,Unknown
Jessica-Bianca WESSOLLY,200-metres,female,GER,23.33,No,3.3259552e-05,Yes,No,No,No
Marissa PALMER,200-metres,female,JAM,23.33,No,3.3259552e-05,Yes,No,No,Unknown
Alexis HOLMES,200-metres,female,USA,23.33,No,3.3259552e-05,Yes,No,No,Yes
Noemie DENON,200-metres,female,FRA,23.33,No,3.3259552e-05,Yes,No,No,Unknown
Shiloh WRIGHT-TAIPOW,200-metres,female,GBR,23.33,No,3.3259552e-05,Yes,No,No,Unknown
Brooke IRONSIDE,200-metres,female,GBR,23.33,No,3.3259552e-05,Yes,No,No,Unknown
Briana WILLIAMS,200-metres,female,JAM,23.33,No,3.3259552e-05,Yes,No,No,No
Mia GROSS,200-metres,female,AUS,23.33,No,3.3259552e-05,Yes,No,No,No
Alexxe HENRY,200-metres,female,TTO,23.33,No,3.3259552e-05,Yes,No,No,Unknown
Aleksandra STOILOVA,200-metres,female,AUS,23.33,No,3.3259552e-05,Yes,No,No,Unknown
Carleta BERNARD,200-metres,female,JAM,23.33,No,3.3259552e-05,Yes,No,No,Unknown
Asia THOMAS,200-metres,female,USA,23.33,No,3.3259552e-05,Yes,No,No,Unknown
Imke VERVAET,200-metres,female,BEL,23.33,No,3.3259552e-05,Yes,No,No,No
Naomi JOHNSON,200-metres,female,USA,23.33,No,3.3259552e-05,Yes,No,No,Unknown
Asia THOMAS,200-metres,female,USA,23.33,No,3.3259552e-05,Yes,No,No,Unknown
Alexxe HENRY,200-metres,female,TTO,23.33,No,3.3259552e-05,Yes,No,No,Unknown
Asia THOMAS,200-metres,female,USA,23.34,No,3.3259552e-05,Yes,No,No,Unknown
Laura MARTÍNEZ IBARGUEN,200-metres,female,COL,23.34,No,3.3259552e-05,Yes,No,No,No
Yuting LI,200-metres,female,CHN,23.34,No,3.3259552e-05,Yes,No,No,No
Naomi JOHNSON,200-metres,female,USA,23.34,No,3.3259552e-05,Yes,No,No,Unknown
Roneisha MCGREGOR,200-metres,female,JAM,23.34,No,3.3259552e-05,Yes,No,No,No
Kennedi PORTER,200-metres,female,USA,23.34,No,3.3259552e-05,Yes,No,No,Unknown
Jade BROWN,200-metres,female,USA,23.34,No,3.3259552e-05,Yes,No,No,Unknown
Imke VERVAET,200-metres,female,BEL,23.34,No,3.3259552e-05,Yes,No,No,No
Hannah DOUGLAS,200-metres,female,USA,23.34,No,3.3259552e-05,Yes,No,No,Unknown
Laviai NIELSEN,200-metres,female,GBR,23.34,No,3.3259552e-05,Yes,No,No,Unknown
Yinglan LIU,200-metres,female,CHN,23.34,No,3.3259552e-05,Yes,No,No,Unknown
Vera FILATOVA,200-metres,female,RUS,23.34,No,3.3259552e-05,Yes,No,No,No
Reese WEBSTER,200-metres,female,TTO,23.34,No,3.3259552e-05,Yes,No,No,Unknown
Success UMUKORO,200-metres,female,NGR,23.34,No,3.3259552e-05,Yes,No,No,No
Piper JONS,200-metres,female,USA,23.34,No,3.3259552e-05,Yes,No,No,Unknown
Vittoria FONTANA,200-metres,female,ITA,23.34,No,3.3259552e-05,Yes,No,No,No
Aleeya SIBBONS,200-metres,female,GBR,23.34,No,3.3259552e-05,Yes,No,No,Unknown
Vera FILATOVA,200-metres,female,RUS,23.34,No,3.3259552e-05,Yes,No,No,No
Ginevra RICCI,200-metres,female,ITA,23.34,No,3.3259552e-05,Yes,No,No,Unknown
Frédérique CHIASSON,200-metres,female,CAN,23.34,No,3.3259552e-05,Yes,No,No,Unknown
Alicia BURNETT,200-metres,female,USA,23.35,No,3.3259552e-05,Yes,No,No,Unknown
Léonie POINTET,200-metres,female,SUI,23.35,No,3.3259552e-05,Yes,No,No,No
Jyothi YARRAJI,200-metres,female,IND,23.35,No,3.3259552e-05,Yes,No,No,No
Sharmelle HOLMES,200-metres,female,USA,23.35,No,3.3259552e-05,Yes,No,No,Unknown
Jazmen NEWBERRY,200-metres,female,USA,23.35,No,3.3259552e-05,Yes,No,No,Unknown
Alliah BAKER,200-metres,female,JAM,23.35,No,3.3259552e-05,Yes,No,No,Unknown
Laviai NIELSEN,200-metres,female,GBR,23.35,No,3.3259552e-05,Yes,No,No,Unknown
Precious NZEAKOR,200-metres,female,NGR,23.35,No,3.3259552e-05,Yes,No,No,Unknown
Marije VAN HUNENSTIJN,200-metres,female,NED,23.35,No,3.3259552e-05,Yes,No,No,No
Maya LOVE,200-metres,female,USA,23.35,No,3.3259552e-05,Yes,No,No,Unknown
Yuliya KARAVAYEVA,200-metres,female,RUS,23.35,No,3.3259552e-05,Yes,No,No,Unknown
Natalya KOMBAROVA,200-metres,female,RUS,23.35,No,3.3259552e-05,Yes,No,No,No
Adanelys RODRÍGUEZ,200-metres,female,PUR,23.35,No,3.3259552e-05,Yes,No,No,Unknown
Henriette JÆGER,200-metres,female,NOR,23.35,No,3.3259552e-05,Yes,No,No,No
Ana Carolina AZEVEDO,200-metres,female,BRA,23.35,No,3.3259552e-05,Yes,No,No,No
Viktória STRÝČKOVÁ,200-metres,female,SVK,23.35,No,3.3259552e-05,Yes,No,No,Unknown
Nora LINDAHL,200-metres,female,SWE,23.35,No,3.3259552e-05,Yes,No,No,No
La'Nica LOCKER,200-metres,female,ANT,23.35,No,3.3259552e-05,Yes,No,No,Unknown
Viwe JINGQI,200-metres,female,RSA,23.35,No,3.3259552e-05,Yes,No,No,No
Stacey Ann WILLIAMS,200-metres,female,JAM,23.35,No,3.3259552e-05,Yes,No,No,No
Karimah DAVIS,200-metres,female,USA,23.35,No,3.3259552e-05,Yes,No,No,No
Sami OBLAD,200-metres,female,USA,23.35,No,3.3259552e-05,Yes,No,No,Unknown
Aitana RODRIGO,200-metres,female,ESP,23.35,No,3.3259552e-05,Yes,No,No,Unknown
Sharmelle HOLMES,200-metres,female,USA,23.35,No,3.3259552e-05,Yes,No,No,Unknown
La'Nica LOCKER,200-metres,female,ANT,23.35,No,3.3259552e-05,Yes,No,No,Unknown
Maya LOVE,200-metres,female,USA,23.35,No,3.3259552e-05,Yes,No,No,Unknown
Holly OKUKU,200-metres,female,GER,23.36,No,3.3259552e-05,Yes,No,No,Unknown
Kenondra DAVIS,200-metres,female,USA,23.36,No,3.3259552e-05,Yes,No,No,No
Adriana TATUM,200-metres,female,USA,23.36,No,3.3259552e-05,Yes,No,No,No
Alyssa BEAN,200-metres,female,USA,23.36,No,3.3259552e-05,Yes,No,No,Unknown
Lia LOVE,200-metres,female,USA,23.36,No,3.3259552e-05,Yes,No,No,No
Leah BERTRAND,200-metres,female,TTO,23.36,No,3.3259552e-05,Yes,No,No,Unknown
Chelsea AMOAH,200-metres,female,USA,23.36,No,3.3259552e-05,Yes,No,No,Unknown
Sariyah COPELAND,200-metres,female,USA,23.36,No,3.3259552e-05,Yes,No,No,Unknown
Rachel JOSEPH,200-metres,female,USA,23.36,No,3.3259552e-05,Yes,No,No,Unknown
Chante CLINKSCALE,200-metres,female,USA,23.36,No,3.3259552e-05,Yes,No,No,Unknown
Sharmelle HOLMES,200-metres,female,USA,23.36,No,3.3259552e-05,Yes,No,No,Unknown
Jessica MILAT,200-metres,female,AUS,23.36,No,3.3259552e-05,Yes,No,No,No
Lurdes Gloria MANUEL,200-metres,female,CZE,23.36,No,3.3259552e-05,Yes,No,No,Unknown
Aniyah BIGAM,200-metres,female,USA,23.36,No,3.3259552e-05,Yes,No,No,Unknown
Gloria HOOPER,200-metres,female,ITA,23.36,No,3.3259552e-05,Yes,No,No,No
